Date,Time,Pick-up Location,Pick-up Latitude,Pick-up Longitude,Drop-off Location,Drop-off Latitude,Drop-off Longitude
2022-06-04,18:16,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2269733169816845,103.95739284309795
2022-07-14,18:58,Chinatown,1.284366,103.843005,Drop-off Location,1.2054400957300775,103.8949706571365
2023-12-07,21:46,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3668332566757717,103.68886338520839
2022-07-23,10:45,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3156770450172282,103.78613856056268
2023-12-28,18:32,Chinatown,1.284366,103.843005,Drop-off Location,1.3707593596428678,103.93071157285888
2022-06-21,21:56,Chinatown,1.284366,103.843005,Drop-off Location,1.3899880549394192,103.9254645648176
2022-07-26,19:12,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.3851788567239547,103.83388014156647
2022-12-06,09:42,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.3753303809391564,103.80167279449199
2021-06-04,13:59,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.2992147602001758,103.67447731167891
2022-07-27,21:20,Clarke Quay,1.290557,103.846659,Drop-off Location,1.387187570846669,103.85973793542242
2022-12-23,15:14,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2812352961897358,103.9809121329304
2024-12-11,16:33,Orchard Road,1.304834,103.831833,Drop-off Location,1.3774496567897816,103.67093498599448
2022-07-03,12:59,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.2769570738163742,103.8287487264596
2022-07-08,12:38,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.211577088697246,103.84777490672587
2021-06-13,19:19,Chinatown,1.284366,103.843005,Drop-off Location,1.2884495287666287,103.63238032574982
2024-07-19,17:41,Little India,1.306978,103.849222,Drop-off Location,1.342675264034767,103.91566709915308
2023-12-15,09:19,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.2494912506355835,103.9540430842764
2023-06-13,21:25,Chinatown,1.284366,103.843005,Drop-off Location,1.3140696991757634,103.6840594086831
2023-07-22,12:29,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.3005895805190153,103.79067224001207
2023-07-17,10:21,Sentosa Island,1.249404,103.830321,Drop-off Location,1.305282202182368,103.76930014182105
2023-06-11,16:20,Orchard Road,1.304834,103.831833,Drop-off Location,1.2015124571094264,103.62959846328499
2022-07-24,21:16,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.302076863306897,103.73398476031788
2024-12-21,10:39,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3694710854095884,103.86223386982071
2023-06-13,14:20,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.348177333242099,103.71909274381375
2023-12-02,13:58,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.2547238801656158,103.6867155566099
2021-06-06,12:31,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3567265752557445,103.8666255800492
2022-12-09,21:02,Little India,1.306978,103.849222,Drop-off Location,1.2734656735319037,103.83486031934777
2023-12-24,19:54,Orchard Road,1.304834,103.831833,Drop-off Location,1.3577242789481754,103.7760209433822
2024-12-16,15:15,Orchard Road,1.304834,103.831833,Drop-off Location,1.370147043429263,103.82086343200534
2023-12-21,20:01,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.3556793270443426,103.83625766203575
2024-06-08,14:45,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.318323866981209,103.94337311969058
2021-07-16,17:33,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.344371929095513,103.97822908424735
2022-06-25,20:38,Chinatown,1.284366,103.843005,Drop-off Location,1.278102405041654,103.69737786539754
2022-07-04,12:42,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.225886402224509,103.75799600959307
2023-12-12,21:38,Clarke Quay,1.290557,103.846659,Drop-off Location,1.2058062315182463,103.87759167713293
2023-06-05,13:29,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3450839113967428,103.79639501827484
2023-07-11,18:59,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.3515007677137836,103.74452455005641
2024-07-10,13:56,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3632152799628303,103.77494379824698
2023-12-18,19:51,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3419658145673272,103.90302450230574
2021-07-21,17:28,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2057033008623985,103.91173793763964
2023-12-10,21:35,Chinatown,1.284366,103.843005,Drop-off Location,1.2414569792228412,103.93711418143495
2023-07-03,18:17,Orchard Road,1.304834,103.831833,Drop-off Location,1.3123148193931216,103.81699647693438
2023-06-14,14:37,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.242240913536169,103.70384200621426
2023-07-05,11:36,Sentosa Island,1.249404,103.830321,Drop-off Location,1.2992027317387924,103.96182990527667
2024-06-05,18:13,Orchard Road,1.304834,103.831833,Drop-off Location,1.2374771187314746,103.67185795431921
2023-12-15,10:06,Sentosa Island,1.249404,103.830321,Drop-off Location,1.2607485306544781,103.7877944480238
2024-07-09,19:22,Little India,1.306978,103.849222,Drop-off Location,1.3070495208064772,103.78436676758339
2024-12-16,17:02,Orchard Road,1.304834,103.831833,Drop-off Location,1.2322590303636287,103.79890795222893
2022-06-11,11:53,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.2272789806835296,103.85517126565654
2022-07-08,22:36,Chinatown,1.284366,103.843005,Drop-off Location,1.2695104534494717,103.92636391796458
2023-07-01,09:07,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.2125776932036547,103.99666081558001
2024-12-28,13:40,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3947144852998055,103.7079160292471
2024-07-25,09:53,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.215461071235497,103.64639100031114
2023-07-19,11:41,Sentosa Island,1.249404,103.830321,Drop-off Location,1.2613429439696302,103.9316394729594
2023-12-26,15:15,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2646494031372515,103.69823465702754
2023-07-18,11:37,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.379953232045322,103.66115555161346
2022-06-01,23:13,Clarke Quay,1.290557,103.846659,Drop-off Location,1.2947259914316396,103.87559056467867
2022-12-23,18:50,Little India,1.306978,103.849222,Drop-off Location,1.2118201468005343,103.80665299519063
2022-12-27,18:08,Chinatown,1.284366,103.843005,Drop-off Location,1.2667816093829076,103.96929679294608
2021-12-14,17:58,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2578899419863256,103.87697149847756
2023-12-21,11:49,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.2937500558638555,103.70539871826023
2023-07-07,10:05,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.380143123521463,103.80118993020709
2021-07-28,19:18,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.2778051856556019,103.95841553495792
2023-06-16,10:51,Sentosa Island,1.249404,103.830321,Drop-off Location,1.2990117657824192,103.9832163730017
2021-06-21,20:32,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.2028826062953475,103.79372976549762
2022-12-08,13:39,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.229657566993664,103.95253606493682
2022-12-28,13:24,Sentosa Island,1.249404,103.830321,Drop-off Location,1.375779389962728,103.8607832329857
2022-12-16,21:27,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.3402067466468728,103.74284987238534
2022-06-05,14:32,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.3025239266369297,103.87821154220468
2023-06-11,21:14,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.3384886726767846,103.60229179860514
2023-06-21,12:14,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.2467609398527262,103.8198538113815
2023-12-25,19:37,Little India,1.306978,103.849222,Drop-off Location,1.3538255903762821,103.62023233850313
2023-12-24,20:18,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3388356019009722,103.99822365988021
2023-06-20,13:04,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3260676493184538,103.91295349244923
2024-12-20,16:22,Orchard Road,1.304834,103.831833,Drop-off Location,1.388348964514242,103.94310358912874
2022-07-28,16:29,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.3494606135668954,103.85177759785905
2022-06-19,19:39,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.2116175914439566,103.74143633032736
2023-07-20,15:43,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.3846840922294652,103.81374379180575
2022-06-07,18:27,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.2459154124041512,103.64371940844721
2024-12-04,21:17,Little India,1.306978,103.849222,Drop-off Location,1.2206303161027985,103.82553553819453
2022-06-10,14:04,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3932509644848563,103.61956005664288
2024-06-27,18:45,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.3901029385020172,103.69956677334073
2023-06-25,21:51,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3090094048722467,103.60357703950254
2024-07-14,16:29,Orchard Road,1.304834,103.831833,Drop-off Location,1.3303841332106339,103.95120049590493
2022-12-14,20:09,Little India,1.306978,103.849222,Drop-off Location,1.393502530759827,103.77786957307396
2023-07-07,21:52,Chinatown,1.284366,103.843005,Drop-off Location,1.2719007580133808,103.92616197668637
2024-07-05,12:13,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.2355892598022764,103.68509883664392
2024-07-20,19:38,Chinatown,1.284366,103.843005,Drop-off Location,1.242754122667041,103.98096897816842
2023-07-24,17:58,Little India,1.306978,103.849222,Drop-off Location,1.2848429128405963,103.99486709422396
2021-07-08,23:03,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3771451605998726,103.67430923752062
2022-06-12,11:24,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.223237220904279,103.71380767763904
2021-07-14,22:02,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.209569558235329,103.86215920943857
2023-06-17,14:18,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3148176076750075,103.62598988496394
2024-07-02,22:58,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.264267203200985,103.85488736237376
2022-12-19,19:56,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.3109005986675843,103.72784477167104
2023-06-13,15:32,Orchard Road,1.304834,103.831833,Drop-off Location,1.3740589021205711,103.89415471980902
2024-06-10,14:08,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.209822836453506,103.92781327787222
2022-12-08,11:14,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.3268949026598928,103.83351602013916
2023-07-17,21:57,Chinatown,1.284366,103.843005,Drop-off Location,1.2704450592339347,103.91463212546455
2022-12-19,13:23,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.3835666245799019,103.8850604957547
2023-12-02,19:16,Orchard Road,1.304834,103.831833,Drop-off Location,1.2683493666950585,103.63817994678392
2024-06-01,12:01,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3870684608431738,103.62739777750643
2023-12-01,19:54,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.2633300593275893,103.76065862969939
2023-07-08,14:36,Sentosa Island,1.249404,103.830321,Drop-off Location,1.2669595942626442,103.69662231994491
2022-07-09,12:52,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.2521370064712203,103.80107431609105
2024-07-08,16:21,Orchard Road,1.304834,103.831833,Drop-off Location,1.317309886056103,103.66105428340781
2024-12-19,09:55,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.3555666002423894,103.9264857715207
2021-07-03,15:47,Orchard Road,1.304834,103.831833,Drop-off Location,1.3597462515667011,103.68984787944906
2024-12-15,14:35,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2367360399604768,103.68517894438132
2024-06-23,18:44,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.2263178480276087,103.98548173944549
2023-12-22,22:06,Clarke Quay,1.290557,103.846659,Drop-off Location,1.2870306139541836,103.85621381712377
2023-12-17,19:04,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.3037041618849048,103.75159882175437
2022-06-03,11:22,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.3062440726932614,103.9303239631379
2022-06-15,19:33,Orchard Road,1.304834,103.831833,Drop-off Location,1.378445666265365,103.88096555806659
2023-12-10,09:14,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.306132068608165,103.81007746126218
2022-07-05,21:45,Little India,1.306978,103.849222,Drop-off Location,1.3787624162146412,103.8783683808111
2021-06-08,21:39,Chinatown,1.284366,103.843005,Drop-off Location,1.251020076786222,103.83763517630602
2022-07-19,14:18,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3099063812369078,103.71001283615732
2021-07-10,13:05,Sentosa Island,1.249404,103.830321,Drop-off Location,1.2769275465244203,103.69764611842297
2023-06-03,17:14,Orchard Road,1.304834,103.831833,Drop-off Location,1.2347091446986551,103.61813845624239
2023-06-26,11:08,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.2971314838751207,103.6964081219869
2024-06-02,21:23,Clarke Quay,1.290557,103.846659,Drop-off Location,1.2148000802913979,103.98666645114889
2023-07-22,19:21,Little India,1.306978,103.849222,Drop-off Location,1.3189234200151922,103.97346726575591
2024-06-21,11:33,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3417766410082046,103.7947598348073
2024-07-01,11:49,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.3615644860361495,103.64906388524969
2024-06-21,18:07,Chinatown,1.284366,103.843005,Drop-off Location,1.3530298717521838,103.96272471375919
2022-12-28,21:36,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3902967475603465,103.8651542437145
2023-07-08,15:02,Orchard Road,1.304834,103.831833,Drop-off Location,1.3194411354552353,103.91554952068287
2022-06-01,11:31,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3161808373869126,103.8486165881414
2022-06-04,11:32,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3926064832297724,103.94213786837594
2022-06-12,22:56,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3016798919133714,103.89567735299354
2022-06-16,19:01,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.3288410610914771,103.77470348767389
2023-12-11,21:37,Little India,1.306978,103.849222,Drop-off Location,1.3117646193858483,103.75155207490758
2022-07-08,21:42,Clarke Quay,1.290557,103.846659,Drop-off Location,1.35728998872807,103.69309953470446
2023-12-23,11:34,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.2654083288010058,103.73410683428358
2023-12-16,11:32,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.2728417129787075,103.771598812902
2022-07-25,18:40,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2949593516147249,103.70782924560245
2023-07-15,19:20,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3346307451443695,103.93867939689935
2024-06-25,14:17,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2299389721362635,103.84680756646006
2023-07-08,14:14,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2981196993568733,103.62971259386711
2024-06-01,21:26,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3272364968315444,103.9765296062967
2023-06-10,18:45,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.347894468091972,103.80806870137644
2022-07-26,19:10,Chinatown,1.284366,103.843005,Drop-off Location,1.3605365713604576,103.92399094289476
2022-06-06,14:20,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.3107730945775502,103.95888092576988
2021-07-12,18:07,Orchard Road,1.304834,103.831833,Drop-off Location,1.2923323472977193,103.79737356418234
2022-07-15,17:51,Orchard Road,1.304834,103.831833,Drop-off Location,1.2826832899398561,103.84735066300972
2023-12-25,19:33,Clarke Quay,1.290557,103.846659,Drop-off Location,1.2631471267362195,103.63016158972327
2021-12-20,21:46,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.2575652810464764,103.62042506494959
2022-07-09,19:00,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.3273959736533956,103.93417930006206
2023-12-12,16:10,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.35911567432031,103.67323831070873
2023-12-11,18:31,Chinatown,1.284366,103.843005,Drop-off Location,1.202576813451262,103.889414232837
2024-07-14,18:33,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.2427298923566152,103.90399303056604
2022-07-20,10:21,Sentosa Island,1.249404,103.830321,Drop-off Location,1.2134450966625216,103.75096130671592
2023-12-09,21:37,Little India,1.306978,103.849222,Drop-off Location,1.231624811414887,103.9100587269023
2023-07-14,16:07,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2236403040115462,103.87321421883256
2022-06-22,11:01,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.3933480508609677,103.7092661906958
2023-06-23,09:01,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.2131871471171745,103.6836218112822
2022-07-28,11:57,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3537913618826314,103.70651814252271
2023-06-01,12:59,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.3475794340300224,103.77433892892107
2024-07-27,20:55,Clarke Quay,1.290557,103.846659,Drop-off Location,1.2446178538498984,103.73281752231343
2022-12-13,19:01,Chinatown,1.284366,103.843005,Drop-off Location,1.225099911949559,103.97916318200598
2023-07-28,22:23,Chinatown,1.284366,103.843005,Drop-off Location,1.2966083955686485,103.61531405768523
2022-06-27,21:55,Clarke Quay,1.290557,103.846659,Drop-off Location,1.2072888540502966,103.60587911312689
2022-06-17,22:12,Chinatown,1.284366,103.843005,Drop-off Location,1.2783008600016053,103.71873795703183
2022-07-07,12:35,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3239091232874676,103.9052556878023
2023-12-13,20:04,Chinatown,1.284366,103.843005,Drop-off Location,1.3263118472351847,103.72346564024548
2022-07-24,11:06,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.2941279701059378,103.69854353854768
2022-12-12,18:34,Little India,1.306978,103.849222,Drop-off Location,1.3232813258197569,103.93247488075505
2023-06-17,15:01,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2625176210156004,103.88820347815593
2022-07-14,21:54,Clarke Quay,1.290557,103.846659,Drop-off Location,1.2486045154353766,103.65219984327155
2021-12-11,22:16,Clarke Quay,1.290557,103.846659,Drop-off Location,1.2926718400923838,103.65605520289999
2022-07-13,12:05,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.3407264402011794,103.80948573941754
2023-07-17,09:35,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.2727844809609175,103.75679253967864
2023-12-13,21:59,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3389562212340709,103.75328813314752
2022-12-13,11:42,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.2167846560006792,103.78020711230485
2022-12-26,12:27,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.2648653193481287,103.70868419604643
2024-07-18,20:16,Little India,1.306978,103.849222,Drop-off Location,1.3428587171365418,103.66346828993798
2024-07-27,19:47,Chinatown,1.284366,103.843005,Drop-off Location,1.3237989126683267,103.84966360960769
2023-07-12,13:30,Sentosa Island,1.249404,103.830321,Drop-off Location,1.2703192263546288,103.60259163404511
2023-07-27,15:33,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2537173100928671,103.8938267238017
2023-12-18,23:38,Clarke Quay,1.290557,103.846659,Drop-off Location,1.347620480129758,103.75141115912288
2022-06-04,16:07,Orchard Road,1.304834,103.831833,Drop-off Location,1.2841779071313055,103.8804891825196
2024-06-06,14:18,Sentosa Island,1.249404,103.830321,Drop-off Location,1.2709522872977517,103.64218405802906
2023-06-08,13:54,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.2924437584860142,103.77124235418425
2022-07-04,19:48,Clarke Quay,1.290557,103.846659,Drop-off Location,1.2276612557709115,103.75543932673659
2021-07-12,15:07,Orchard Road,1.304834,103.831833,Drop-off Location,1.3309657454622628,103.91932421900441
2023-12-15,15:44,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2967728837922812,103.98950899717553
2022-07-08,10:38,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.237228034181625,103.85839893781554
2022-12-02,19:22,Orchard Road,1.304834,103.831833,Drop-off Location,1.277221080057752,103.95483549137384
2023-07-03,14:07,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3650832904592762,103.74073424422114
2024-12-07,14:41,Sentosa Island,1.249404,103.830321,Drop-off Location,1.28707183892166,103.84673004284623
2022-07-11,19:35,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.3433493164009136,103.67504750909438
2022-12-26,18:41,Orchard Road,1.304834,103.831833,Drop-off Location,1.321934694320977,103.75825716522696
2022-07-19,19:33,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.232279236478568,103.72677226431725
2023-07-18,10:44,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.2350025547693282,103.9181588752543
2023-06-27,12:34,Sentosa Island,1.249404,103.830321,Drop-off Location,1.38345533396507,103.70381200708049
2022-06-13,11:01,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3383041587446096,103.77353323557469
2022-07-05,13:14,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3256537695684198,103.7898667049315
2023-06-25,19:44,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.2481634753955897,103.60130212594396
2023-12-15,15:28,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.39044372520986,103.81645857683785
2022-06-05,19:25,Little India,1.306978,103.849222,Drop-off Location,1.2483733333888956,103.8947237878969
2023-12-23,20:39,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.3631232555047705,103.80053455069252
2024-12-26,11:42,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.2232707510847285,103.84966447674455
2023-07-27,13:19,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.3300324321254293,103.84367090444978
2022-07-10,17:59,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.300287038871767,103.66186004661472
2022-06-16,11:51,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3509742644062914,103.84109076993138
2024-06-10,14:53,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3017085182034316,103.72563512673436
2023-06-17,19:23,Little India,1.306978,103.849222,Drop-off Location,1.3254579340939414,103.80984086337966
2022-12-14,11:48,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.3946072157436533,103.97200232145737
2024-07-24,15:38,Orchard Road,1.304834,103.831833,Drop-off Location,1.3026222980135065,103.70979205846605
2022-12-10,19:23,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3972653659563432,103.69606537119938
2023-06-16,17:10,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2394339280549458,103.84081326956608
2022-06-15,11:31,Sentosa Island,1.249404,103.830321,Drop-off Location,1.2381067827038534,103.63654827682713
2022-12-27,18:26,Orchard Road,1.304834,103.831833,Drop-off Location,1.3579696454728536,103.63393984663385
2022-07-25,10:25,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.2462400086684216,103.64181557032676
2023-12-18,20:53,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.2213296972799468,103.99645396422757
2022-07-10,18:52,Chinatown,1.284366,103.843005,Drop-off Location,1.3989418338129849,103.7488000257519
2022-12-15,18:58,Chinatown,1.284366,103.843005,Drop-off Location,1.223977095475389,103.6294274407478
2024-12-13,19:32,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.2133004705086148,103.66306665396715
2023-12-18,13:36,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.3195129614924905,103.77448653244396
2023-07-24,19:43,Orchard Road,1.304834,103.831833,Drop-off Location,1.2287550560413767,103.6085994750033
2024-06-08,20:41,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3548921818404083,103.83412194462318
2024-12-22,10:20,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.2121089385870403,103.95817087137264
2023-12-26,12:40,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3505919390214833,103.96060643928814
2021-06-05,19:21,Orchard Road,1.304834,103.831833,Drop-off Location,1.3318751645622915,103.70485823727195
2022-07-21,18:45,Orchard Road,1.304834,103.831833,Drop-off Location,1.230147396846203,103.82786491291478
2021-07-24,18:38,Orchard Road,1.304834,103.831833,Drop-off Location,1.3891579988861154,103.87494176199506
2022-12-03,19:38,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.298085130546928,103.79459064958498
2022-06-14,19:13,Little India,1.306978,103.849222,Drop-off Location,1.363560571132467,103.61259654913036
2022-12-16,22:14,Chinatown,1.284366,103.843005,Drop-off Location,1.2171142549981828,103.877992335216
2022-06-21,14:30,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.390477636752931,103.7429278790175
2022-06-21,20:39,Little India,1.306978,103.849222,Drop-off Location,1.2267426542114643,103.78100578081742
2021-06-17,10:48,Sentosa Island,1.249404,103.830321,Drop-off Location,1.2429140162156944,103.66186947479044
2023-07-16,09:51,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.3348275488564827,103.81420768792184
2024-06-28,19:45,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.3033608404204675,103.80933475151575
2023-06-20,16:52,Orchard Road,1.304834,103.831833,Drop-off Location,1.3780733186080936,103.71286589883371
2022-12-04,17:31,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2107924467146935,103.71375909234165
2022-07-04,10:54,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3153670034437168,103.77557948519036
2022-12-19,20:00,Little India,1.306978,103.849222,Drop-off Location,1.3805110008654127,103.94476537207557
2023-06-19,11:50,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.273920145223674,103.63455706122193
2022-06-21,15:12,Orchard Road,1.304834,103.831833,Drop-off Location,1.247117270043519,103.93310800843747
2024-07-21,20:39,Little India,1.306978,103.849222,Drop-off Location,1.2707123306328842,103.8653428587835
2022-06-18,17:51,Orchard Road,1.304834,103.831833,Drop-off Location,1.2631888099055844,103.64794259440636
2021-07-04,19:53,Clarke Quay,1.290557,103.846659,Drop-off Location,1.3117119333897895,103.86041937500089
2023-12-11,12:59,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.2615618743968697,103.62907483128039
2022-12-22,18:43,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.3461312275012234,103.88403609874962
2022-06-26,09:45,Gardens by the Bay,1.281568,103.863613,Drop-off Location,1.215119937278903,103.79102646598214
2021-07-18,11:05,Sentosa Island,1.249404,103.830321,Drop-off Location,1.3852459547560678,103.68167732406552
2023-06-20,21:32,Chinatown,1.284366,103.843005,Drop-off Location,1.3894632912711982,103.93171307668234
2021-07-14,10:22,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.3033958948222102,103.7059235106739
2022-06-05,10:45,Universal Studios Singapore,1.254321,103.823819,Drop-off Location,1.218050085842503,103.67613105592056
2023-06-12,21:27,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.2887313188691847,103.76826669734783
2023-07-23,15:33,Orchard Road,1.304834,103.831833,Drop-off Location,1.301280406879857,103.78067407074312
2024-12-16,13:39,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.331823619238491,103.72774723060267
2023-12-11,17:35,Singapore Flyer,1.289332,103.86312,Drop-off Location,1.2277000214887774,103.81780879637921
2023-12-15,18:49,Chinatown,1.284366,103.843005,Drop-off Location,1.3167618249817612,103.867455347414
2022-12-22,21:21,Marina Bay Sands,1.28392,103.86057,Drop-off Location,1.2391123801489046,103.69389537224221
2023-06-24,10:28,Singapore Zoo,1.404348,103.793023,Drop-off Location,1.3854868201694022,103.72192939908282
